"","comments","event","Date"
"10116","why give it to under 18 as none have from the virus","Pfizer Children","2021-05-07"
"10117","VIRUS The virus all over the World can be back to genetic ( genetic sequence analysis ). Why would anyone even think otherwise ? If it somewhere else , we have Totally No evidence that an outbreak outside of China . Clearly the pandemic was by not following safety . . … virus was made in the Lab . Initially to create a vaccine but eventually the program into development . Professor - a global expert - that a top official from the military was leading the study on bat and since after the outbreak of 2002 - 2004 . Note that and Covid - 19 are from the same family of , 79 % similar genome . . The 2 , 2020 . 11 Since the virus China ' s , have been from the for Disease Control . The reveal how an undisclosed influenza was spreading at the same time as COVID - 19 . Molly you the . … China making vaccine for Covid19 despite there was No human to human transmission . . 5 , 2020 … The Doctor Silenced By China For Telling World About . The Story Of : Li . Brut Mar 18 , 2020 . He was silenced by for warning against the outbreak , and soon from the illness . This is the story of . Li . … . AI FEN FOR TELLING THE TRUTH The interview China tried to hide . : 4 , 2020 . Ai Fen is a doctor at the Central Hospital . She was perhaps among the first to discover the virus . After speaking out against the , . Ai Fen gone missing . … . . 15 , 2020 virologist . Li - Meng Yan that she proof that the came from a government lab in . . ( in . 2021 ) Virus Pandemic : audio WHO reveal China ' s . Throughout 2020 , WHO kept praising China ' s response publicly . But , audio of internal WHO show how senior were about not getting enough information from China . ' s Molly you the . . 1957 - 1958 H2N2 in China . 1968 - 1969 H3N2 in China . 1997 - 2004 - H5N1 in China . 2003 - in China . 2006 Bird Flu in China . 2009 Swine Flu in China . 2013 Porcine in China . 2019 - Covid - 19 in China . . . .","Pfizer Children","2021-05-06"
"10118","There have been three with covid of under 20 in Canada . At least one of those had cancer and was very ill .","Pfizer Children","2021-05-06"
"10119","Are they Where ' s trial data Only a few ago did they announce on . Where ' s the Data . This is getting pathetic and Dangerous","Pfizer Children","2021-05-06"
"10120",""" Efficacy rate "". Meaning what ? They don ' t get ill ? Or ... they don ' t get the covid ? Because , apparently , the vaccine is NOT a block to GETTING covid , just how severe it is .","Pfizer Children","2021-05-06"
"10121","One word . Genocide .","Pfizer Children","2021-05-06"
"10122","They are not per US doctor . chips . AI genetic experiment . Do not take . See on .","Pfizer Children","2021-05-06"
"10123","This is SATANIC . Our DO NOT NEED THIS POISON . SAY","Pfizer Children","2021-05-06"
"10124","Canada is a gloomy place . Quickly turning into an authoritarian country . Sadly , become a constitutional , scientific & medical laughing stock of the world .","Pfizer Children","2021-05-06"
"10125","If you allow your to be ... there ' s a fair chance you ' end up childless","Pfizer Children","2021-05-06"
"10126","WATCH FOLLOW SUIT IN TO COME . OUR SPINELESS ARE IN IT TO GET EVERY LAST POUND POSSIBLE FROM THIS EXPERIMENTAL OF THE 🐑🐏 .","Pfizer Children","2021-05-06"
"10127","🤬🤬🤬🤬🤬🤬🤬","Pfizer Children","2021-05-06"
"10128","No thank you","Pfizer Children","2021-05-06"
"10129","Who ever it to should be .","Pfizer Children","2021-05-06"
"10130","OH HELL NO !!!! LEAVE THE ALONE YOU !!!!","Pfizer Children","2021-05-06"
"10131","The vast majority of are at NEGLIGIBLE risk from covid - 19 . They will be better catching it and far superior natural immunity , which will better protect them against future and similar . them of the chance to acquire this better immunity . It is not for their benefit but to protect much older , which goes completely against medical ethics . Doctor would be very of the government !","Pfizer Children","2021-05-06"
"10132","","Pfizer Children","2021-05-06"
"10133","PATHOGENIC PRIMING","Pfizer Children","2021-05-06"
"10134","Absolutely disgraceful ....","Pfizer Children","2021-05-06"
"10135","Child abuse .","Pfizer Children","2021-05-06"
"10136","zero ! get over Covid as they have an amazing innate immune system that may be in jeopardy . Zero thought to their future as now they will be getting gene therapy and their entire life - 75 now in total . is a one world order idiot like his dad . our 🇨🇦 to be the first non nation with open , ID surveillance , income and . While he too his bank account","Pfizer Children","2021-05-06"
"10137","☠ 🤢 🤢 🤢 ☠.........","Pfizer Children","2021-05-06"
"10138","Wow a for a flu type germ from which 99 % healthy people recover from . Those with are at more risk , so why would you put it directly into them and thus ensure they get the ! Convinced the majority have lost the ability to apply common sense and critical thinking No way should have this forced on them , is no risk to them . Really does look like there is an alternative agenda in full play","Pfizer Children","2021-05-06"
"10139","If you tolerate this , your will be next !","Pfizer Children","2021-05-06"
"10140","Look at the ‘ ’ of death & adverse in ... this is not a vaccine - is gene therapy , they are live into people & it is detrimental effects on many ... there have been voicing it could affect reproductive health in both & - & they have been promptly ‘ ’ , please , please , please think long & hard before you commit . These have only been for emergency use - they have not been officially .","Pfizer Children","2021-05-06"
"10141","fail me . This is absolute evil to the very core . Man ' s inhumanity to man .","Pfizer Children","2021-05-06"
"10142","These people don ' t want a future in our planet .","Pfizer Children","2021-05-06"
"10143","The health minister . They are killing as well as . The disease never was Covid it ’ s the vaccine .","Pfizer Children","2021-05-06"
"10144","5 dead from second shot of that filth known to me personally Genocide","Pfizer Children","2021-05-06"
"10145","Unless the child is already on door Flu won ' t present a risk to them equal to the risk of getting a vaccination for and since lose ineffectiveness over time it is clearly better to wait till middle age or serious .","Pfizer Children","2021-05-06"
"10146","It ' s wrong to let get covid 19 on purpose","Pfizer Children","2021-05-06"
"10147","VACCINE no EXPERIMENTAL VACCINE did anyone see ' s profit yet for the , it is over one billion , not a bad experiment for them ( forget public insurance == they don ' t have one )","Pfizer Children","2021-05-06"
"10148","HELL NO ! they ' re their there poisoning with this abomination . wake up now or get ready to be completely into satan ' s beast system , which will be by very soon . Revelation they will have power 1 hour with the beast then it will all come down and will set up his kingdom here on Earth and no one will be able to stop him so for ur sake get onside with him cos he for us so we could be saved . This is satan ' s last stand to take control of mankind and them from God Forever with his mark before and take over for good and satan and his are done for . Want Now ? anyone ever told you that God you and that He a wonderful your life ? I have a real quick , but important question to ask you . If you were to die this very second , do you know for sure , beyond a shadow of a doubt that you would go to Heaven ? Let me quickly share with you what the Holy . It “ for all have and come short of the glory of God ” and “ for the wages of sin is death , but the gift of God is eternal life through our Lord ”. The also , “ For shall call upon the name of the Lord shall be saved ”. And you ’ re a “ ” right ? Of course you are ; all of us are . If you would like to receive the gift that God for you today , say this prayer with your heart and out loud . “ Dear Lord , come into my heart . Forgive me of my sin . Wash me and cleanse me . Set me free . , thank You that You for me . I believe that You are risen from the dead and that You ’ re coming back again for me . Fill me with the Holy Spirit . Give me a passion for the lost , a hunger for the of God and a holy boldness to preach the gospel of . I ’ m saved ; I ’ m born again , I ’ m and I ’ m on my way to Heaven because I have in my heart .”","Pfizer Children","2021-05-06"
